xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDPxyzsp_pop_totl,xyzDPxyzny_gnp_pcap_cd,xyzDPxyzny_gdp_mktp_kd_zg
LVA,2011,2.059709,12740,2.573712
LVA,2012,2.034319,13800,7.042247
LVA,2013,2.012647,14850,2.007967
LVA,2014,1.993782,15340,1.902173
LVA,2015,1.977527,15110,3.88526
LVA,2016,1.959537,14800,2.368615
LVA,2017,1.942248,14870,3.312476
LVA,2018,1.927174,16560,3.990519
LVA,2019,1.913822,17580,.5875024
LVA,2020,1.900449,17900,-3.513803
LVA,2021,1.88449,19910,6.731735
LVA,2022,1.879383,21970,2.954732
LVA,2023,1.88175,21970,-.2825395
MAC,1960,.177014,,
MAC,1961,.178672,,
MAC,1962,.186039,,
MAC,1963,.193618,,
MAC,1964,.20138,,
MAC,1965,.209278,,
MAC,1966,.217232,,
MAC,1967,.225151,,
MAC,1968,.232929,,
MAC,1969,.240416,,
MAC,1970,.247284,,
MAC,1971,.249832,,
MAC,1972,.248669,,
MAC,1973,.247838,,
MAC,1974,.24728,,
MAC,1975,.246919,,
MAC,1976,.246661,,
MAC,1977,.246405,,
MAC,1978,.246048,,
MAC,1979,.245605,,
MAC,1980,.245332,,
MAC,1981,.248695,,
MAC,1982,.256692,,
MAC,1983,.266253,,10.02334
MAC,1984,.276591,4690,8.459464
MAC,1985,.2877,4530,.7325643
MAC,1986,.299491,5160,6.693212
MAC,1987,.311808,6440,14.29387
MAC,1988,.324478,7400,7.810834
MAC,1989,.337336,7970,5.02478
MAC,1990,.350227,8810,7.980314
MAC,1991,.36239,9750,3.659398
MAC,1992,.37237,12230,13.29898
MAC,1993,.380712,13910,5.18586
MAC,1994,.388779,15580,4.253057
MAC,1995,.396641,16950,3.295517
MAC,1996,.404297,17020,-.4189133
MAC,1997,.4117,16890,-.279062
MAC,1998,.418776,15350,-4.571047
MAC,1999,.425518,14390,-2.358235
MAC,2000,.431896,14580,5.746611
MAC,2001,.439122,15720,2.888414
MAC,2002,.449665,16260,8.910605
MAC,2003,.462533,17750,11.64063
MAC,2004,.475529,22040,26.63034
MAC,2005,.488619,23670,8.075694
MAC,2006,.501863,25770,13.39015
MAC,2007,.51533,33430,14.47674
MAC,2008,.529038,32900,3.391344
MAC,2009,.543021,34990,1.274407
MAC,2010,.557297,43710,25.12259
MAC,2011,.571003,52570,21.61665
MAC,2012,.582766,58830,9.242265
MAC,2013,.593374,67640,10.75278
MAC,2014,.604167,70480,-2.048304
MAC,2015,.615239,60760,-21.5144
MAC,2016,.626688,62300,-.6790236
MAC,2017,.638609,68110,9.860027
MAC,2018,.650991,74030,6.405179
MAC,2019,.663653,72820,-2.563523
MAC,2020,.676283,44420,-54.33588
MAC,2021,.686607,46530,23.53557
MAC,2022,.695168,43940,-21.40195
MAC,2023,.704149,,80.53422
MAF,1960,.004135,,
MAF,1961,.004258,,
MAF,1962,.004388,,
MAF,1963,.004524,,
MAF,1964,.004666,,
MAF,1965,.004832,,
MAF,1966,.005044,,
MAF,1967,.005294,,
MAF,1968,.005497,,
MAF,1969,.005646,,
MAF,1970,.005802,,
MAF,1971,.005957,,
MAF,1972,.006114,,
MAF,1973,.006278,,
MAF,1974,.006447,,
MAF,1975,.006656,,
MAF,1976,.006896,,
MAF,1977,.007131,,
MAF,1978,.007357,,
MAF,1979,.007572,,
MAF,1980,.007776,,
MAF,1981,.007963,,
MAF,1982,.008957,,
MAF,1983,.010992,,
MAF,1984,.013299,,
MAF,1985,.015714,,
MAF,1986,.018234,,
MAF,1987,.020853,,
MAF,1988,.023552,,
MAF,1989,.026303,,
MAF,1990,.028127,,
MAF,1991,.028736,,
MAF,1992,.029035,,
MAF,1993,.029247,,
MAF,1994,.02938,,
MAF,1995,.029435,,
MAF,1996,.029407,,
MAF,1997,.029299,,
MAF,1998,.029102,,
MAF,1999,.029099,,
MAF,2000,.02961,,
MAF,2001,.030387,,
MAF,2002,.03116,,
MAF,2003,.031929,,
MAF,2004,.032697,,
MAF,2005,.033452,,
MAF,2006,.034183,,
MAF,2007,.034887,,
MAF,2008,.035541,,
MAF,2009,.036132,,
MAF,2010,.036458,,
MAF,2011,.03635,,
MAF,2012,.036026,,
MAF,2013,.035639,,
MAF,2014,.035261,,
MAF,2015,.03502,,1
MAF,2016,.034811,,5
MAF,2017,.034496,,-8.000003
MAF,2018,.033852,,-7.999995
MAF,2019,.033121,,6.500004
MAF,2020,.032553,,-12.5
MAF,2021,.031948,,4.9
MAF,2022,.031791,,
MAF,2023,.032077,,
MAR,1960,11.769774,,
MAR,1961,12.081713,,
MAR,1962,12.404757,,
MAR,1963,12.726686,,
MAR,1964,13.044254,,
MAR,1965,13.38188,,
MAR,1966,13.738502,,
MAR,1967,14.109755,,10.02884
MAR,1968,14.490077,240,9.891739
MAR,1969,14.876982,250,8.362165
MAR,1970,15.274351,260,4.71346
MAR,1971,15.6773,280,5.596894
MAR,1972,16.081438,300,2.437237
MAR,1973,16.489452,360,3.559311
MAR,1974,16.902383,460,5.59605
MAR,1975,17.325325,550,7.558221
MAR,1976,17.756516,590,10.81278
MAR,1977,18.206472,620,6.059168
MAR,1978,18.679859,660,2.232663
MAR,1979,19.167661,800,4.793787
MAR,1980,19.678444,990,3.642165
MAR,1981,20.20826,980,-1.743435
MAR,1982,20.746765,950,8.957372
MAR,1983,21.287381,790,1.38657
MAR,1984,21.817271,730,6.418386
MAR,1985,22.335077,690,6.007652
MAR,1986,22.824446,780,9.271106
MAR,1987,23.279935,870,-.3250041
MAR,1988,23.72059,1090,11.87524
MAR,1989,24.148104,1120,2.846203
MAR,1990,24.570814,1170,3.411812
MAR,1991,24.988083,1250,7.216088
MAR,1992,25.400676,1290,-2.097739
MAR,1993,25.806777,1250,-.7405917
MAR,1994,26.201551,1370,10.588
MAR,1995,26.599048,1320,-5.405448
MAR,1996,26.999093,1540,12.37288
MAR,1997,27.397118,1480,-1.560702
MAR,1998,27.791825,1530,7.238553
MAR,1999,28.176997,1540,1.697061
MAR,2000,28.554415,1570,2.582181
MAR,2001,28.930097,1570,7.721825
MAR,2002,29.301817,1540,3.730197
MAR,2003,29.66127,1740,6.171102
MAR,2004,30.033125,2050,4.57138
MAR,2005,30.431902,2300,3.19225
MAR,2006,30.833022,2490,7.79082
MAR,2007,31.232633,2620,3.441068
MAR,2008,31.634992,2970,5.684539
MAR,2009,32.042877,3150,3.74577
MAR,2010,32.464865,3190,3.499557
MAR,2011,32.903699,3260,5.524645
MAR,2012,33.352169,3230,3.062344
MAR,2013,33.803527,3350,4.122213
MAR,2014,34.248603,3320,2.719244
MAR,2015,34.680458,3290,4.344583
MAR,2016,35.107264,3140,.5211855
MAR,2017,35.528115,3160,5.057898
MAR,2018,35.927511,3380,3.065641
MAR,2019,36.304408,3500,2.890975
MAR,2020,36.688772,3260,-7.178207
MAR,2021,37.076584,3620,8.020985
MAR,2022,37.457971,3670,1.258544
MAR,2023,37.840044,3700,3.177947
MCO,1960,.021797,,
MCO,1961,.021907,,
MCO,1962,.022106,,
MCO,1963,.022442,,
MCO,1964,.022766,,
MCO,1965,.023022,,
MCO,1966,.023198,,
MCO,1967,.023281,,
MCO,1968,.023481,,
MCO,1969,.023875,,
MCO,1970,.02427,,
MCO,1971,.02461,,5.22806
MCO,1972,.024889,,4.64831
MCO,1973,.025102,,6.553758
MCO,1974,.025262,,4.474611
MCO,1975,.025524,,-.9726375
MCO,1976,.025898,,4.411629
MCO,1977,.026242,,3.553236
MCO,1978,.026553,,3.953551
MCO,1979,.026834,,3.534205
MCO,1980,.027076,,1.685457
MCO,1981,.027284,,.9223784
MCO,1982,.027573,,2.432389
MCO,1983,.027985,,1.194973
MCO,1984,.028407,,1.484516
MCO,1985,.028807,,1.7087
MCO,1986,.029171,,2.452365
MCO,1987,.0295,,2.484574
MCO,1988,.029802,,4.598601
MCO,1989,.030078,,4.163659
MCO,1990,.030329,,2.643454
MCO,1991,.030564,,1.015128
MCO,1992,.030794,,1.36664
MCO,1993,.031024,,-.9139188
MCO,1994,.031253,,2.215625
MCO,1995,.031482,,2.117151
MCO,1996,.031719,,1.110733
MCO,1997,.031968,,2.237249
MCO,1998,.032209,,3.503265
MCO,1999,.032394,,3.300541
MCO,2000,.032465,,3.910229
MCO,2001,.032444,,2.187734
MCO,2002,.032386,,1.026496
MCO,2003,.032316,,1.087537
MCO,2004,.032236,,2.470484
MCO,2005,.032141,,1.87568
MCO,2006,.032011,,5.794048
MCO,2007,.031823,,14.43864
MCO,2008,.031862,,.7396128
MCO,2009,.032401,,-11.33449
MCO,2010,.033178,,2.06522
MCO,2011,.033945,,7.022358
MCO,2012,.0347,,1.012218
MCO,2013,.035425,,9.577098
MCO,2014,.03611,,7.187028
MCO,2015,.03676,,4.863473
MCO,2016,.037071,,2.964105
MCO,2017,.037044,,-3.044122
MCO,2018,.037029,,5.780347
MCO,2019,.037034,,7.083461
MCO,2020,.036922,,-13.01109
MCO,2021,.036686,,21.86737
MCO,2022,.036469,,11.09683
MCO,2023,.036297,,
MDA,1960,2.074015,,
MDA,1961,2.127854,,
MDA,1962,2.177676,,
MDA,1963,2.222675,,
MDA,1964,2.264461,,
MDA,1965,2.301425,,
MDA,1966,2.336782,,
MDA,1967,2.369729,,
MDA,1968,2.400264,,
MDA,1969,2.429193,,
MDA,1970,2.456514,,
MDA,1971,2.483032,,
MDA,1972,2.50955,,
MDA,1973,2.536068,,
MDA,1974,2.563389,,
MDA,1975,2.590711,,
MDA,1976,2.618032,,
MDA,1977,2.643746,,
MDA,1978,2.668657,,
MDA,1979,2.692764,,
MDA,1980,2.716068,,
MDA,1981,2.740175,,
MDA,1982,2.765889,,
MDA,1983,2.792407,,
MDA,1984,2.819728,,
MDA,1985,2.84705,,
MDA,1986,2.875175,,
MDA,1987,2.904907,,
MDA,1988,2.931424,,
MDA,1989,2.952317,,
MDA,1990,2.965978,,
MDA,1991,2.97321,,-16
MDA,1992,2.975621,790,-29.1
MDA,1993,2.974817,800,-1.2
MDA,1994,2.967585,570,-30.9
MDA,1995,2.9532,590,-1.399999
MDA,1996,2.947293,600,-5.87706
MDA,1997,2.936413,630,1.647065
MDA,1998,2.935227,580,-6.542192
MDA,1999,2.930622,510,-3.368254
MDA,2000,2.924668,490,2.107716
MDA,2001,2.918135,500,6.1
MDA,2002,2.911385,590,7.8
MDA,2003,2.903198,710,6.6
MDA,2004,2.896023,910,7.4
MDA,2005,2.888985,1120,7.5
MDA,2006,2.880967,1280,4.8
MDA,2007,2.874299,1440,3
MDA,2008,2.868833,1870,7.8
MDA,2009,2.865213,1950,-6
MDA,2010,2.862354,2380,7.1
MDA,2011,2.860699,2730,5.818166
MDA,2012,2.860324,3140,-.589734
MDA,2013,2.859558,3620,9.043865
MDA,2014,2.857815,3730,4.999626
MDA,2015,2.835978,3290,-.3382356
MDA,2016,2.803186,3170,4.646014
MDA,2017,2.755189,3300,4.175612
MDA,2018,2.707203,3850,4.075595
MDA,2019,2.664224,4490,3.552314
MDA,2020,2.63513,4360,-8.275978
MDA,2021,2.595809,5270,13.93
MDA,2022,2.538894,5500,-5.015482
MDA,2023,2.486891,6110,.7832427
MDG,1960,5.073342,,
MDG,1961,5.206239,,2.048633
MDG,1962,5.343117,130,2.27107
MDG,1963,5.484252,130,-.9294016
MDG,1964,5.630024,140,3.962519
MDG,1965,5.780453,140,-.4522539
MDG,1966,5.936461,150,2.064552
MDG,1967,6.099529,160,5.528565
MDG,1968,6.270528,170,6.828786
MDG,1969,6.450324,170,3.721222
MDG,1970,6.639751,180,5.276455
MDG,1971,6.840457,180,3.929365
MDG,1972,7.05109,190,-1.272622
MDG,1973,7.26856,210,-2.618478
MDG,1974,7.491935,260,2.006879
MDG,1975,7.720859,300,1.258692
MDG,1976,7.955197,290,-3.068858
MDG,1977,8.195142,300,2.364
MDG,1978,8.440919,310,-2.661806
MDG,1979,8.692289,380,9.85465
MDG,1980,8.948162,480,.9527076
MDG,1981,9.20731,490,-9.8
MDG,1982,9.47099,510,-1.9
MDG,1983,9.740088,470,.9
MDG,1984,10.015017,420,1.760182
MDG,1985,10.297746,390,1.156344
MDG,1986,10.588428,390,1.960225
MDG,1987,10.890514,360,1.174913
MDG,1988,11.206789,340,3.406929
MDG,1989,11.536734,290,4.074881
MDG,1990,11.882762,300,3.128905
MDG,1991,12.24526,270,-6.306352
MDG,1992,12.623342,280,1.180885
MDG,1993,13.0201,290,2.099923
MDG,1994,13.436121,280,-.0421013
MDG,1995,13.869138,280,1.678592
MDG,1996,14.317454,290,2.154204
MDG,1997,14.778903,290,3.693493
MDG,1998,15.250934,290,3.917075
MDG,1999,15.730885,270,4.699227
MDG,2000,16.216431,280,4.456859
MDG,2001,16.709665,290,5.980236
MDG,2002,17.211934,270,-12.40797
MDG,2003,17.72431,330,9.784892
MDG,2004,18.250774,340,5.257004
MDG,2005,18.792171,330,4.755845
MDG,2006,19.350299,320,5.398509
MDG,2007,19.924958,370,5.710564
MDG,2008,20.513599,440,6.712633
MDG,2009,21.117092,460,-3.978709
MDG,2010,21.731053,460,.6192397
MDG,2011,22.348158,470,1.578427
MDG,2012,22.96624,480,3.011148
MDG,2013,23.588073,500,2.300376
MDG,2014,24.215976,500,3.339203
MDG,2015,24.850912,470,3.132298
MDG,2016,25.501941,450,3.993146
MDG,2017,26.169542,460,3.933308
MDG,2018,26.846541,490,3.194356
MDG,2019,27.533134,510,4.411232
MDG,2020,28.225177,460,-7.137671
MDG,2021,28.915653,490,5.739616
MDG,2022,29.611714,510,3.796199
MDG,2023,30.325732,530,3.985371
MDV,1960,.09165,,
MDV,1961,.093952,,
MDV,1962,.096332,,
MDV,1963,.098775,,
MDV,1964,.101241,,
MDV,1965,.104566,,
MDV,1966,.108713,,
MDV,1967,.112547,,
MDV,1968,.116049,,
MDV,1969,.119569,,
MDV,1970,.123243,,
MDV,1971,.127066,,5.207226
MDV,1972,.13099,160,2.424242
MDV,1973,.13494,190,1.577909
MDV,1974,.138944,240,5.728155
MDV,1975,.143126,210,-7.988981
MDV,1976,.147468,170,.5988024
MDV,1977,.151792,150,11.25235
MDV,1978,.156025,150,14.68472
MDV,1979,.160326,190,10.66421
MDV,1980,.164887,240,18.57286
MDV,1981,.169663,270,11.76471
MDV,1982,.174523,240,-3.012212
MDV,1983,.179339,260,16.2563
MDV,1984,.184388,370,26.95547
MDV,1985,.190383,510,15.41604
MDV,1986,.197225,620,9.360589
MDV,1987,.204256,670,8.829156
MDV,1988,.21116,820,8.730342
MDV,1989,.217937,820,9.326808
MDV,1990,.224957,920,16.9523
MDV,1991,.23215,890,1.442696
MDV,1992,.239136,990,6.670825
MDV,1993,.245845,1090,5.556769
MDV,1994,.252201,1240,7.749486
MDV,1995,.258208,1530,12.98578
MDV,1996,.263841,1630,7.858647
MDV,1997,.26904,1730,8.397941
MDV,1998,.273796,1820,7.494683
MDV,1999,.278111,1940,6.175656
MDV,2000,.282507,2050,3.84581
MDV,2001,.287324,2230,-3.943634
MDV,2002,.292284,2640,7.268386
MDV,2003,.297226,3460,13.75005
MDV,2004,.302135,3880,5.816367
MDV,2005,.307018,3650,-11.22317
MDV,2006,.314401,4700,23.6058
MDV,2007,.325126,4560,7.123428
MDV,2008,.336883,5490,8.979816
MDV,2009,.349037,5480,-8.157763
MDV,2010,.361575,5990,6.835471
MDV,2011,.37444,6690,8.5727
MDV,2012,.387539,6790,2.363748
MDV,2013,.400728,7040,6.963247
MDV,2014,.416738,7660,7.801095
MDV,2015,.435582,8070,3.971716
MDV,2016,.454252,8530,6.572236
MDV,2017,.472442,9120,7.054539
MDV,2018,.489758,9880,8.668006
MDV,2019,.504508,10400,7.298336
MDV,2020,.514438,6890,-32.90883
MDV,2021,.521457,9350,37.68719
MDV,2022,.523787,10880,13.90668
MDV,2023,.521021,11030,3.972796
MEA,1960,104.95826,,
MEA,1961,107.67079,,
MEA,1962,110.538,,5.35401
MEA,1963,113.51805,,10.83206
MEA,1964,116.62466,,9.861969
MEA,1965,119.83199,,12.01843
MEA,1966,123.1552,,6.712861
MEA,1967,126.67804,286.1206,7.961674
MEA,1968,130.25812,323.8628,12.81129
MEA,1969,133.9706,357.9878,10.90603
MEA,1970,137.8112,391.0598,17.53176
MEA,1971,141.73241,431.4813,10.66788
MEA,1972,145.74454,524.8491,15.37749
MEA,1973,149.96407,638.7073,11.90217
MEA,1974,154.33403,931.8743,9.081319
MEA,1975,159.06421,1253.164,-1.228579
MEA,1976,164.46518,1672.686,15.05998
MEA,1977,169.96081,1774,4.16289
MEA,1978,174.92229,1892.797,-2.269325
MEA,1979,180.1553,2326.523,5.966006
MEA,1980,186.02168,2731.488,.9564768
MEA,1981,192.64104,2962.202,-.224255
MEA,1982,199.41903,2910.605,-3.170399
MEA,1983,205.92709,2706.792,-2.024766
MEA,1984,212.6839,2620.819,-.2469016
MEA,1985,219.52278,2629.933,-.2410102
MEA,1986,226.49077,2698.986,1.012269
MEA,1987,233.51259,2697.568,-.2710985
MEA,1988,240.42808,2649.27,3.167195
MEA,1989,247.40612,2530.452,3.570312
MEA,1990,256.204,2761.966,10.27038
MEA,1991,263.44581,2231.26,3.57875
MEA,1992,270.65225,2352.479,5.950064
MEA,1993,276.89763,2308.204,2.034824
MEA,1994,282.90361,2345.747,2.895656
MEA,1995,289.15494,2410.18,2.974158
MEA,1996,295.36624,2575.518,4.949719
MEA,1997,301.68025,2710.943,4.077832
MEA,1998,308.04162,2698.844,4.387448
MEA,1999,314.47212,2675.002,1.995947
MEA,2000,321.03745,2874.757,6.764848
MEA,2001,327.69166,2968.322,1.529608
MEA,2002,333.94957,2922.974,1.522982
MEA,2003,340.21535,3129.29,5.058172
MEA,2004,347.04492,3594.041,7.84027
MEA,2005,354.46237,4095.188,4.979687
MEA,2006,362.634,4681.554,5.89616
MEA,2007,371.3248,5370.141,5.160546
MEA,2008,380.2941,6226.919,4.576027
MEA,2009,389.33237,6416.442,.5946674
MEA,2010,397.99756,6852.123,5.060229
MEA,2011,406.04532,7327.609,3.747593
MEA,2012,414.1176,8258.569,3.93934
MEA,2013,422.79041,8672.516,2.17346
MEA,2014,431.66458,8628.793,2.832882
MEA,2015,440.50647,7978.76,2.690417
MEA,2016,448.91741,7584.896,4.359754
MEA,2017,456.88549,7236.399,1.957244
MEA,2018,465.07349,7447.115,2.262259
MEA,2019,473.20177,7558.914,1.37835
MEA,2020,479.96665,6963.853,-4.023299
MEA,2021,486.17476,7531.448,5.572891
MEA,2022,493.27947,8412.306,5.748363
MEA,2023,500.78731,8731.838,1.78004
MEX,1960,36.268055,,
MEX,1961,37.439317,,5
MEX,1962,38.683283,380,4.664415
MEX,1963,39.982118,410,8.106887
MEX,1964,41.333878,460,11.90548
MEX,1965,42.737991,490,7.1
MEX,1966,44.180437,530,6.096139
MEX,1967,45.656963,570,5.854925
MEX,1968,47.170337,630,9.423279
MEX,1969,48.714394,660,3.41862
MEX,1970,50.289306,700,6.502484
MEX,1971,51.897675,750,3.762468
MEX,1972,53.543436,840,8.228807
MEX,1973,55.228203,1010,7.86112
MEX,1974,56.94588,1230,5.776827
MEX,1975,58.691882,1480,5.744485
MEX,1976,60.452543,1560,4.417444
MEX,1977,62.262505,1490,3.39064
MEX,1978,64.123997,1600,8.956943
MEX,1979,65.972912,1900,9.69817
MEX,1980,67.705186,2560,8.756622
MEX,1981,69.233769,3300,9.585841
MEX,1982,70.656783,3030,-.0495864
MEX,1983,72.08031,2410,-4.624128
MEX,1984,73.489654,2220,3.513413
MEX,1985,74.872006,2300,1.919216
MEX,1986,76.224365,2100,-3.92996
MEX,1987,77.553504,2090,2.063363
MEX,1988,78.892015,2140,1.218261
MEX,1989,80.233749,2430,3.625449
MEX,1990,81.720428,2860,5.250043
MEX,1991,83.351595,3330,3.975905
MEX,1992,84.993164,3860,3.568614
MEX,1993,86.648447,4700,2.866999
MEX,1994,88.314424,5600,4.394128
MEX,1995,89.969572,5160,-5.9103
MEX,1996,91.586555,4950,6.218297
MEX,1997,93.183094,4980,7.198876
MEX,1998,94.767284,5380,6.185079
MEX,1999,96.33481,5900,2.75503
MEX,2000,97.873442,6620,5.029284
MEX,2001,99.394288,7150,-.4508452
MEX,2002,100.91708,7540,-.236588
MEX,2003,102.42934,7820,1.185545
MEX,2004,103.94581,8280,3.565441
MEX,2005,105.4424,8520,2.113247
MEX,2006,106.88679,9170,4.805014
MEX,2007,108.30297,9760,2.077864
MEX,2008,109.68449,10330,.9433318
MEX,2009,111.04943,9310,-6.29525
MEX,2010,112.5324,9560,4.971334
MEX,2011,114.15048,9850,3.444045
MEX,2012,115.75591,10590,3.553211
MEX,2013,117.29069,10810,.8521016
MEX,2014,118.75589,11050,2.503763
MEX,2015,120.1499,10660,2.702323
MEX,2016,121.51922,9800,1.772493
MEX,2017,122.83926,9310,1.871729
MEX,2018,124.01386,9610,1.972082
MEX,2019,125.08531,9930,-.2513357
MEX,2020,125.9983,8960,-8.624556
MEX,2021,126.70514,9920,5.739208
MEX,2022,127.50413,10810,3.949
MEX,2023,128.45557,12100,3.228737
MHL,1960,.015374,,
MHL,1961,.015867,,
MHL,1962,.016387,,
MHL,1963,.016947,,
MHL,1964,.017537,,
MHL,1965,.018154,,
MHL,1966,.018794,,
MHL,1967,.019665,,
MHL,1968,.021001,,
MHL,1969,.022623,,
MHL,1970,.023969,,
MHL,1971,.02468,,2.309911
MHL,1972,.025084,500,1.081843
MHL,1973,.025522,680,33.92276
MHL,1974,.026174,820,15.32314
MHL,1975,.027047,830,.0602602
MHL,1976,.027964,830,.3613348
MHL,1977,.028912,860,2.430242
MHL,1978,.029892,960,5.623904
MHL,1979,.030902,1070,2.135328
MHL,1980,.031988,1080,-7.195223
MHL,1981,.033219,1190,6.436513
MHL,1982,.034569,1220,4.831228
MHL,1983,.035975,1360,15.508
MHL,1984,.037437,1420,3.866026
MHL,1985,.038962,1350,-6.257293
MHL,1986,.040527,1740,24.5425
MHL,1987,.042122,2000,9.363753
MHL,1988,.043687,2200,7.789047
MHL,1989,.044988,2100,-1.691609
MHL,1990,.046047,2140,2.676246
MHL,1991,.047053,2170,.0878252
MHL,1992,.048015,2410,7.140859
MHL,1993,.048944,2590,6.006241
MHL,1994,.04984,2770,5.877727
MHL,1995,.050702,3060,8.213254
MHL,1996,.051538,2640,-10.30295
MHL,1997,.052358,2470,-6.445663
MHL,1998,.053164,2520,-.6741226
MHL,1999,.053834,2620,-1.334705
MHL,2000,.054224,2750,2.454428
MHL,2001,.054413,2910,6.930041
MHL,2002,.054496,2930,3.635792
MHL,2003,.054493,3030,-1.561701
MHL,2004,.054435,3230,-.6922792
MHL,2005,.054337,3450,1.784691
MHL,2006,.054208,3400,.2196146
MHL,2007,.054038,3580,3.41628
MHL,2008,.053816,3490,-7.646275
MHL,2009,.053593,3610,3.698219
MHL,2010,.053416,3710,5.446764
MHL,2011,.052971,3780,-.2141659
MHL,2012,.052203,3800,-1.308869
MHL,2013,.051352,4280,3.610449
MHL,2014,.050419,4500,-1.157568
MHL,2015,.04941,4910,2.100519
MHL,2016,.048329,4980,2.144291
MHL,2017,.047187,5220,3.733798
MHL,2018,.045989,5940,5.659211
MHL,2019,.044728,6640,10.35783
MHL,2020,.043413,6480,-2.845982
MHL,2021,.04205,6520,1.112301
MHL,2022,.041569,7270,-.6755257
MHL,2023,.041996,7570,3.225999
MIC,1960,1979.6855,,
MIC,1961,2005.9751,,1.153862
MIC,1962,2045.3706,200.7524,3.30143
MIC,1963,2096.8702,216.1815,4.932762
MIC,1964,2148.6317,237.7572,8.127249
MIC,1965,2201.267,259.0269,6.152973
MIC,1966,2257.4378,269.743,4.997038
MIC,1967,2313.3876,269.685,3.255327
MIC,1968,2371.1236,275.2133,6.203825
MIC,1969,2431.2576,299.1983,8.235839
MIC,1970,2492.5553,321.391,8.104266
MIC,1971,2554.1841,334.6809,6.223001
MIC,1972,2615.0353,361.5299,6.293509
MIC,1973,2676.7737,429.1657,7.031088
MIC,1974,2737.8729,522.6517,6.018916
MIC,1975,2797.3122,622.7177,4.313528
MIC,1976,2855.9828,652.5093,6.331597
MIC,1977,2914.4248,676.6394,4.618715
MIC,1978,2973.5612,733.536,3.780392
MIC,1979,3034.102,839.7699,4.682075
MIC,1980,3096.6158,973.5925,4.764317
MIC,1981,3161.7515,1063.71,1.884231
MIC,1982,3229.5191,1046.339,2.870688
MIC,1983,3297.433,973.2088,1.618779
MIC,1984,3364.8356,891.3329,4.782796
MIC,1985,3433.6544,888.1689,4.524268
MIC,1986,3504.8568,917.8704,3.710204
MIC,1987,3578.0392,972.8262,4.648486
MIC,1988,3651.8364,1019.436,4.098774
MIC,1989,3725.0761,1002.302,3.13505
MIC,1990,3800.7845,826.1462,3.256126
MIC,1991,3873.3938,757.4522,2.855456
MIC,1992,3943.0021,816.3477,4.336061
MIC,1993,4011.3123,858.0262,5.104053
MIC,1994,4079.6517,920.8328,5.195175
MIC,1995,4147.4601,1003.406,4.565774
MIC,1996,4215.0007,1116.014,6.230187
MIC,1997,4282.4679,1193.648,5.62701
MIC,1998,4349.3413,1172.059,3.284415
MIC,1999,4414.9866,1163.032,3.661602
MIC,2000,4480.4971,1204.843,5.578586
MIC,2001,4545.8072,1210.956,3.617081
MIC,2002,4609.3373,1219.254,4.728598
MIC,2003,4671.6406,1316.01,5.884689
MIC,2004,4734.0784,1515.196,7.690911
MIC,2005,4796.0538,1746.976,7.330509
MIC,2006,4856.5669,2001.042,8.253242
MIC,2007,4915.8863,2344.009,8.881962
MIC,2008,4976.1837,2733.478,5.919644
MIC,2009,5037.3549,2973.04,3.971855
MIC,2010,5099.5586,3337.482,8.181282
MIC,2011,5163.5275,3732.328,6.494648
MIC,2012,5229.2143,4222.063,5.640534
MIC,2013,5295.8797,4563.225,5.643248
MIC,2014,5362.2471,4740.224,5.170965
MIC,2015,5427.2661,4687.782,4.826226
MIC,2016,5491.0149,4647.966,4.805234
MIC,2017,5554.6707,4758.053,5.375827
MIC,2018,5616.531,5094.649,5.014148
MIC,2019,5675.8255,5337.223,4.083176
MIC,2020,5731.7768,5151.439,-1.212721
MIC,2021,5782.5495,5686.357,7.506216
MIC,2022,5823.6254,6118.058,3.850592
MIC,2023,5870.153,6379.051,4.539565
MKD,1960,1.462368,,
MKD,1961,1.481112,,
MKD,1962,1.497338,,
MKD,1963,1.511854,,
MKD,1964,1.529507,,
MKD,1965,1.547982,,
MKD,1966,1.567707,,
MKD,1967,1.588649,,
MKD,1968,1.610537,,
MKD,1969,1.633502,,
MKD,1970,1.656783,,
MKD,1971,1.679012,,
MKD,1972,1.701498,,
MKD,1973,1.725228,,
MKD,1974,1.749329,,
MKD,1975,1.774013,,
MKD,1976,1.799332,,
MKD,1977,1.825299,,
MKD,1978,1.851978,,
MKD,1979,1.879354,,
MKD,1980,1.907023,,
MKD,1981,1.9352,,
MKD,1982,1.958275,,
MKD,1983,1.974441,,
MKD,1984,1.988682,,
MKD,1985,2.001504,,
MKD,1986,2.012926,,
MKD,1987,2.023097,,
MKD,1988,2.031932,,
MKD,1989,2.039426,,
MKD,1990,2.044174,,
MKD,1991,2.036686,,-6.170768
MKD,1992,2.018023,1720,-6.565199
MKD,1993,1.996893,1450,-7.469271
MKD,1994,1.982458,1400,-1.758166
MKD,1995,1.983964,1790,-1.114728
MKD,1996,1.994226,2180,1.185104
MKD,1997,1.996869,2220,1.439981
MKD,1998,2.007523,2010,3.378736
MKD,1999,2.017142,1910,4.339028
MKD,2000,2.02635,1920,4.549136
MKD,2001,2.034882,1820,-3.067257
MKD,2002,2.020157,1850,1.493665
MKD,2003,2.022725,2120,2.222602
MKD,2004,2.016186,2610,4.674089
MKD,2005,2.00533,3070,4.724089
MKD,2006,1.994287,3430,5.137025
MKD,2007,1.982933,3730,6.473487
